name,city,address,website,email,phone,fax,employees,year_founded,net_assets
EUCHNER GmbH & Co. KG,Leinfelden-Echterdingen,EUCHNER GmbH & Co. KG Kohlhammerstr. 16 70771 Leinfelden-Echterdingen Deutschland,www.euchner.de,info@euchner.de,+49 711-7597-0,+49 711-7597-385,,,
Eugen Fahrion GmbH & Co. KG,Kaisersbach,Eugen Fahrion GmbH & Co. KG Forststr. 54 73667 Kaisersbach Deutschland,www.fahrion.de,info@fahrion.de,+49 7184-9282-0,+49 7184 928222,,,
Eugen Riexinger GmbH & Co. KG,Bad Liebenzell,Eugen Riexinger GmbH & Co. KG Egartenring 2 75378 Bad Liebenzell Deutschland,www.riex.de,info@riex.de,+49 7052-93090-0,+49 7052-93090-33,,,
Eureca Messtechnik GmbH,Köln,Eureca Messtechnik GmbH Deutz-Kalker Str. 35 50679 Köln Deutschland,www.eureca.de,info@eureca.de,+49 221-952629-0,+49 221-952629-9,,,
Eurolaser Hamburg GmbH,Lüneburg,Eurolaser Hamburg GmbH Borsigstr. 18 21339 Lüneburg Deutschland,www.eurolaser.com,eurolaser@eurolaser.com,+49 4131-96970,+49 4131 9697111,,,
euroLux AG.,Bonn,euroLux AG. Mühlenstr. 13 53173 Bonn Deutschland,euroluxag.de,info@euroluxag.de,+49 228 4299250,,,,
Europlacer (Intl) Ltd.,Poole,Europlacer (Intl) Ltd. Factory Road 30 BH16 5SL Poole Vereinigtes Königreich,europlacer-smt.co.uk,contact@europlacer.com,+44 1202 266500,+44 1202 266599,,,
euroTECH Vertriebs GmbH Vacuum Technologies,Rosenfeld,euroTECH Vertriebs GmbH Vacuum Technologies Maybachstr. 7 72348 Rosenfeld Deutschland,www.etvac.de,info@etvac.de,+49 7428/939120,+49 7428/9391213,,,
EUTECT GmbH,Dußlingen,EUTECT GmbH Filsenbergstr. 10 72144 Dußlingen Deutschland,eutect.de,info@eutect.de,+49 7072-928900,+49 7072/92890-92,,,
EXSAL c/o Palexpo SA,Le Grand-Saconnex,EXSAL c/o Palexpo SA Route Francois Peyrot 30 1218 Le Grand-Saconnex Schweiz,www.palexpo.ch,info@palexpo.ch,+41 227611111,+41 227980100,,,
EVO Informationssysteme GmbH,Durlangen,EVO Informationssysteme GmbH Ludwig-Bölkow-Str. 15 73568 Durlangen Deutschland,www.evo-solutions.com,info@evo-solutions.com,+49 7176 452900,+49 7176 4529050,,,
EVO-tech GmbH,Schörfling am Attersee,EVO-tech GmbH Gahberggasse 9 4861 Schörfling am Attersee Österreich,www.evo-tech.eu,office@evo-tech.eu,+43 7662 3840023,+43 7662 3840057,,,
Evonik Industries AG,Marl,Evonik Industries AG 45764 Marl Deutschland,www.evonik.de,info@evonik.com,+49 2365-49-02,+49 2365/496740,,,
Evoqua Water Technologies,Günzburg,Evoqua Water Technologies Auf der Weide 10 89312 Günzburg Deutschland,www.evoqua.com/de,wtger@evoqua.com,+49 (0822- 9040,,,,
Evoqua Water Technologies GmbH,Günzburg,Evoqua Water Technologies Auf der Weide 10 89312 Günzburg Deutschland,www.evoqua.com/de,wtger@evoqua.com,+49 (0822- 9040,,,,
EVT Eye Vision Technology GmbH,Karlsruhe,EVT Eye Vision Technology GmbH Gartenstr. 26 76133 Karlsruhe Deutschland,http://www.evt-web.com,info@evt-web.com,+49 721-66600423 - 0,+49 72162690596,,,
EWIKON Heißkanalsysteme GmbH,Frankenberg,EWIKON Heißkanalsysteme GmbH Siegener Str. 35 35066 Frankenberg Deutschland,www.ewikon.com,info@ewikon.com,+49 6451-5010,+49 6451/501205,,,
EWM AG,Mündersbach,EWM AG Dr.-Günter-Henle-Str. 8 56271 Mündersbach Deutschland,www.ewm-group.com,info@ewm-group.com,+49 2680-1810,+49 2680-181244,,,
EWOTECH GmbH,Nattheim,EWOTECH GmbH Daimlerstr. 17 89564 Nattheim Deutschland,www.ewotech.de,info@ewotech.de,+49 7321-27840,+49 -27,,,
EWS Weigele GmbH & Co. KG,Uhingen,EWS Weigele GmbH & Co. KG Maybachstr. 1 73066 Uhingen Deutschland,www.ews-tools.de,info@ews-tools.de,+49 7161-9304010,+49 7161930403,,,
Exact Software Germany GmbH,Frankfurt,Exact Software Germany GmbH Hamburger Allee 2-4 60486 Frankfurt Deutschland,www.exactonline.de,info@exactonline.de,+49 69 665662100,+49 69 665662101,,,
Excella GmbH & Co. KG,Feucht,Excella GmbH & Co. KG Nürnberger Str. 12 90537 Feucht Deutschland,www.excella-pharma-source.de,info@excella-pharma-source.de,+49 9128-4040,+49 9128-404-581,,,
EXERON GmbH,Oberndorf,EXERON GmbH Beffendorfer Str. 6 78727 Oberndorf Deutschland,www.exeron.de,info@exeron.de,+49 7423-86740,+49 74238674112,,,
Exlar Europe GmbH,Raunheim,Exlar Europe GmbH Frankfurter Str. 107 65479 Raunheim Deutschland,www.exlar.de,info@exlar.de,+49 6142-175900,+49 61421759069,,,
Exner Process Equipment GmbH,Ettlingen,Exner Process Equipment GmbH Carl-Metz-Str. 26 76275 Ettlingen Deutschland,e-p-e.de,sales@e-p-e.de,+49 72512490,+49 7243 945429 99,,,
EXOR Deutschland GmbH,Wuppertal,EXOR Deutschland GmbH Spitzenstr. 30 42389 Wuppertal Deutschland,www.exor.de,info@exor.de,+49 202 / 27 91-10,+49 202 / 27 91-144,,,
Expanite GmbH,Frickenhausen,Expanite GmbH Benzstr. 2 72636 Frickenhausen Deutschland,www.expanite.de,info@expanite.de,+49 7022 2080038,,,,
ExprAn,Süßen,ExprAn Hohensteinstr. 25 73079 Süßen Deutschland,www.expran.de,kontakt@expran.de,+49 7162/43061,+49 7162/43081,,,
Expresso Deutschland GmbH & Co. KG,Kassel,Expresso Deutschland GmbH & Co. KG Antonius-Raab-Str. 19 34123 Kassel Deutschland,www.expresso-group.com,info@expresso.de,+49 561-95910,+49 561-9591198,,,
EXTEND3D GmbH,München,EXTEND3D GmbH Trausnitzstr. 8 81671 München Deutschland,www.extend3d.de,info@extend3d.de,+49 89-21550160,,,,
Extra Computer GmbH,Giengen,Extra Computer GmbH Brühlstr. 12 89537 Giengen Deutschland,www.extracomputer.de,info@extracomputer.de,+49 7322 96150,+49 7322 9615290,,,
Extramet AG,Plaffeien,Extramet AG Rüttistr. 42 1716 Plaffeien Schweiz,www.extramet.ch,office@extramet.ch,+41 264199100,+41 264199199,,,
F. W. Seuthe GmbH & Co. KG Metallwarenfabrik,Diemelstadt,F. W. Seuthe GmbH & Co. KG Metallwarenfabrik Birkenkamp 45 34474 Diemelstadt Deutschland,www.fw-seuthe.de,fws@fw-seuthe.de,+49 2992 3017,+49 2992 4979,,,
F. Zimmermann GmbH,Neuhausen,F. Zimmermann GmbH Bernhäuser Str. 35 73765 Neuhausen Deutschland,www.f-zimmermann.com,info@f-zimmermann.com,+49 7158 9489550,+49 7158 948955300,,,
F.O.S. Umwelt- und Filtertechnik Deutschland GmbH,Ahlen,F.O.S. Umwelt- und Filtertechnik Deutschland GmbH Am Vatheuershof 17-19 59229 Ahlen Deutschland,www.fos-filtertechnik.de,info@fos-filtertechnik.de,+49 2382-909-0,+49 2382-909-188,,,
F&P Robotics AG,Glattbrugg,F&P Robotics AG Rohrstr. 36 8152 Glattbrugg Schweiz,www.fp-robotics.com,info@fp-robotics.com,+41 44 515 95-20,+41 44 515 95-25,,,
F&S BONDTEC Semiconductor GmbH,Braunau am Inn,F&S BONDTEC Semiconductor GmbH Industriezeile 49A 5280 Braunau am Inn Österreich,www.fsbondtec.at,info@fsbondtec.at,+43 7722-67052-8270,+43 7722-67052-8272,,,
FAB Fördertechnik und Anlagenbau GmbH,Waldshut-Tiengen,FAB Fördertechnik und Anlagenbau GmbH Daimlerstr. 9-11 79761 Waldshut-Tiengen Deutschland,fab-materialfluss.de,info@fab.gmbh,+49 7741-96760,+49 7741/9676190,,,
Fabasoft Approve GmbH,Linz,Fabasoft Approve GmbH Honauerstr. 4 4020 Linz Österreich,www.fabasoft.com/approve,approve@fabasoft.com,+43 732 606162-0,+43 732 606162-609,> 400 Unternehmensgruppe,,
Fabasoft International Services GmbH,Linz,Fabasoft International Services GmbH Honauerstr. 4 4020 Linz Österreich,www.fabasoft.com,office@fabasoft.com,+43 7326061620,+43 732606162609,>300,1988,
Fabmatics GmbH,Dresden,Fabmatics GmbH Zur Steinhöhe 1 01109 Dresden Deutschland,www.fabmatics.com,info@fabmatics.com,+49 3518718060,+49 351 65237-190,,,
Fachverband Schaumkunststoffe e.V.,Stuttgart,Fachverband Schaumkunststoffe e.V. Stammheimer Str. 35 70435 Stuttgart Deutschland,www.fsk-vsv.de,fsk@fsk-vsv.de,+49 711-9937510,,,,
factronix GmbH Systeme für die Elektronikfertigung,Wörthsee,factronix GmbH Systeme für die Elektronikfertigung Am Anger 5 82237 Wörthsee Deutschland,www.factronix.com,office@factronix.com,+49 8153-906640,+49 8153-9066499,,,
FACTUREE – Der Online-Fertiger cwmk GmbH,Berlin,FACTUREE – Der Online-Fertiger cwmk GmbH Oudenarder Str. 16 13347 Berlin Deutschland,www.facturee.de,info@facturee.de,+49 30/6293939-0,+49 30/6293939-50,,2017,
Fagor Automation GmbH,Göppingen,Fagor Automation GmbH Leonhard-Weiss-Str. 34 73037 Göppingen Deutschland,www.fagorautomation.com,info@fagorautomation.de,+49 7161-156850,+49 71611568579,,,
Faigle Kunststoffe GmbH,HARD,Faigle Kunststoffe GmbH Landstr. 31 6971 HARD Österreich,www.faigle.com,kunststoffe@faigle.com,+43 55746811,+43 5574681122,,,
fairXperts gmbh & Co. KG,Neuffen,fairXperts gmbh & Co. KG Hauptstr. 7 72639 Neuffen Deutschland,www.fairXperts.de,info@fairXperts.de,+49 7025-84340,+49 7025/8434-20,,,
FAIST Anlagenbau GmbH,Krumbach,FAIST Anlagenbau GmbH Bahnhofstr. 41 86381 Krumbach Deutschland,www.faist.de,Anlagenbau@Faist.de,+49 8282-88800,+49 8282/8880-88,,,
Fakt Kommunikation,Jena,Fakt Kommunikation Am Gönnabach 5 07751 Jena Deutschland,www.fakt-kommunikation.de,info@fakt-kommunikation.de,+49 36425 20310,+49 36425 204838,,,
FANUC Deutschland GmbH,Neuhausen,FANUC Deutschland GmbH Bernhäuser Str. 36 73765 Neuhausen Deutschland,www.fanucrobotics.eu,info@fanuc.de,+49 7158 1282 0,+49 7158128210,,,
Farmingtons Automotive GmbH,Georgsmarienhütte,Farmingtons Automotive GmbH Beekebreite 18-20 49124 Georgsmarienhütte Deutschland,www.farmingtons-automotive.com,info@farmingtons-automotive.com,+49 5401-490-0418666,+49 5401-42705,,,
FARO Europe GmbH & Co. KG,Korntal-Münchingen,FARO Europe GmbH & Co. KG Lingwiesenstr. 11/2 70825 Korntal-Münchingen Deutschland,www.faro.com,info@faroeurope.com,+49 7150-9797-0,+49 7150-9797-9346,,,
Faseroptik Henning GmbH,Allersberg,Faseroptik Henning GmbH Neumarkter Str. 29 90584 Allersberg Deutschland,www.faseroptik-henning.de,kontakt@faseroptik-henning.de,+49 9176580,+49 9176/58-70,,,
FASTEC GmbH,Paderborn,FASTEC GmbH Technologiepark 24 33100 Paderborn Deutschland,www.fastec.de,info@fastec.de,+49 5251-1647-0-31,+49 5251164799,,,
FASTEMS Systems GmbH,Issum,FASTEMS Systems GmbH Gewerbering 5 47661 Issum Deutschland,www.fastems.com,info@fastems-systems.de,+49 2835-92440,+49 28359244444,,,
Dr. Fritz Faulhaber GmbH & Co. KG,Schönaich,Dr. Fritz Faulhaber GmbH & Co. KG Faulhaberstr. 1 71101 Schönaich Deutschland,www.faulhaber.com,,+49 7031-6380,+49 7031638100,2100 Mitarbeiter weltweit ,1947 ,
Faulhaber Minimotor S.A.,CROGLIO,Dr. Fritz Faulhaber GmbH & Co. KG Faulhaberstr. 1 71101 Schönaich Deutschland,www.faulhaber.com,,+49 7031-6380,+49 7031638100,2100 Mitarbeiter weltweit ,1947 ,
FAUSTTRANSLATIONS.COM Sàrl,Troisvierges,FAUSTTRANSLATIONS.COM Sàrl Grand-Rue 26 9905 Troisvierges Luxemburg,www.fausttranslations.com,info@FaustTranslations.com,+352 269066-20,+352 269066-34,,,
FEAS Fabrikation Elektronischer Anlagen und Systeme GmbH,Ahrensburg,FEAS Fabrikation Elektronischer Anlagen und Systeme GmbH An der Strusbek 56 22926 Ahrensburg Deutschland,www.feas.de,kontakt@feas.de,+49 4102 42082,+49 4102 40930,,,
Fechtel Transportgeräte GmbH,Borgholzhausen,Fechtel Transportgeräte GmbH Industriestr. 17-21 33829 Borgholzhausen Deutschland,www.fetra.de,info@fetra.de,+49 5425 94940,+49 5425 949424,,,
"FED e.V. Ihr Fachverband für Design, Leiterplatten- und Elektronikfert.",Berlin,"FED e.V. Ihr Fachverband für Design, Leiterplatten- und Elektronikfert. Frankfurter Allee 73 c 10247 Berlin Deutschland",www.fed.de,info@fed.de,+49 30-3406030-50,+49 30-3406030-61,,,
Fehlmann AG Maschinenfabrik,Seon,Fehlmann AG Maschinenfabrik Birren 1 5703 Seon Schweiz,www.fehlmann.com,mail@fehlmann.com,+41 627691111,+41 627691190,,,
FEI France,Mérignac Cedex,"FEI France 3, Impasse Rudolf Diesel 33708 Mérignac Cedex Frankreich",www.fei.com,,+33 556 13 37 77,+33 556 13 02 10,,,
Feinmess Suhl GmbH,Suhl,Feinmess Suhl GmbH Pfütschbergstr. 11 98527 Suhl Deutschland,www.feinmess-suhl.com,info@feinmess-suhl.de,+49 3681-3810,+49 3681381105,,,
Feinmeßtechnik GmbH,Reinsdorf,Feinmeßtechnik GmbH Hauptstr. 104 08141 Reinsdorf Deutschland,http://www.feinmesstechnik.de/,feinmesstechnik@t-online.de,+49 375-671471,+49 375671056,,,
FEINMETALL GmbH,Herrenberg,FEINMETALL GmbH Zeppelinstr. 8 71083 Herrenberg Deutschland,www.feinmetall.de,info@feinmetall.de,+49 7032-20010,+49 7032200128,,,
Fellowes GmbH,Hannover,Fellowes GmbH Fliegerstr. 1 30179 Hannover Deutschland,www.fellowes.com,cs-germany@fellowes.com,+49 511-5454890,+49 511-54548966,,,
FEMTOprint SA,Muzzano,FEMTOprint SA Via Industria 3 6933 Muzzano Schweiz,www.femtoprint.ch,info@femtoprint.ch,+41 919601070,+41 91960048,,,
Ferag AG Förder-u.Verarbeitungssysteme,Hinwil,Ferag AG Förder-u.Verarbeitungssysteme Zürichstr. 74 8340 Hinwil Schweiz,http://www.ferag.ch,info@ferag.com,+41 449386000,+41 449386060,,,
Fernsteuergeräte Kurt Oelsch GmbH,Berlin,Fernsteuergeräte Kurt Oelsch GmbH Jahnstr. 68 12347 Berlin Deutschland,www.fernsteuergeraete.de,info@fernsteuergeraete.de,+49 3062911,+49 30-6291277,,,
Festo Vertrieb GmbH & Co. KG,Esslingen,Festo Vertrieb GmbH & Co. KG Festo Campus 1 73734 Esslingen Deutschland,www.festo.com,infoservice@festo.com,+49 711 / 347 - 1111,+49 711-347-2628,,,
Fette Compacting GmbH,Schwarzenbek,Fette Compacting GmbH Grabauer Str. 24 21493 Schwarzenbek Deutschland,www.fette-compacting.com,tablet@fette-compacting.com,+49 4151-120,+49 41513797,,,
FFG Werke GmbH Standort Eislingen,Eislingen,FFG Werke GmbH Standort Eislingen Salacher Str. 93 73054 Eislingen Deutschland,www.ffg-werke.com,info@ffg-werke.com,+49 7161 8050,,,,
Fibox GmbH,Porta Westfalica,Fibox GmbH Rehwinkel 30 32457 Porta Westfalica Deutschland,www.fibox.de,info@fibox.de,+49 5731-869460,+49 57318694650,,,
F I B R O GmbH,Weinsberg,F I B R O GmbH Weidachstr. 41-43 74189 Weinsberg Deutschland,www.fibro.com,info@fibro.de,+49 7134-73-0,+49 713473218,,,
Fike Deutschland,Weinheim,Fike Deutschland Bergstr. 49 69469 Weinheim Deutschland,www.fike.de,info.de@fike.com,+49 621 7100250,+49 621 71002550,,,
Filtration Group GmbH,Öhringen,Filtration Group GmbH Schleifbachweg 45 74613 Öhringen Deutschland,www.industrial.filtrationgroup.com,info@filtrationgroup.com,+49 7941670,+49 79416723429,,,
Finder GmbH,Trebur,Finder GmbH Hans-Böckler-Str. 44 65468 Trebur Deutschland,www.findernet.com,info@finder.de,+49 6147-2033164,+49 6147-2033-165,,,
Findling Wälzlager GmbH,Karlsruhe,Findling Wälzlager GmbH Schoemperlenstr. 12 76185 Karlsruhe Deutschland,www.findling.com,info@findling.com,+49 721-55999-0,+49 721-55999-40,,,
FINETECH GmbH & Co. KG,Berlin,FINETECH GmbH & Co. KG Boxberger Str. 14 12681 Berlin Deutschland,www.finetech.de,finetech@finetech.de,+49 30-9366810,+49 3093668144,,,
Fink Chem+Tec GmbH,Leinfelden-Echterdingen,Fink Chem+Tec GmbH Gutenbergstr. 4 70771 Leinfelden-Echterdingen Deutschland,www.finkct.de,info@finkct.de,+49 711 99755427,+49 711 99755428,,,
First Sensor AG,Puchheim,First Sensor AG Boschstr. 10 82178 Puchheim Deutschland,www.first-sensor.com,marketing@sensortechnics.com,+49 89-800830,+49 898008333,,,
FIS Informationssysteme und Consulting GmbH,Offenbach,FIS Informationssysteme und Consulting GmbH Sprendlinger Landstr. 178 63069 Offenbach Deutschland,www.fis-gmbh.de,info@fis-gmbh.de,+49 69-2992260,+49 69-29922610,,,
FIS Informationssysteme und Consulting GmbH,Grafenrheinfeld,FIS Informationssysteme und Consulting GmbH Röthleiner Weg 1 97506 Grafenrheinfeld Deutschland,www.fis-gmbh.de,info@fis-gmbh.de,+49 9723-91880,+49 97239188100,,,
Fisba Optik AG,ST. GALLEN,Fisba Optik AG Rorschacherstr. 268 9016 ST. GALLEN Schweiz,www.fisba.ch,info@fisba.ccom,+41 71 2823131,+41 71 2823130,,,
Fischer AG,Herzogenbuchsee,Fischer AG Ernst Fischer-Weg 5 3360 Herzogenbuchsee Schweiz,www.fischerprecise.com,fch@fischerprecise.ch,+41 629562263,+41 629562200,,,
Fischer Connectors GmbH,Zorneding,Fischer Connectors SA Chemin du Glapin 20 1162 Saint-Prex Schweiz,www.fischerconnectors.ch,mail@fischerconnectors.ch,+41 21/8009595,+41 21/8003924,,,
Fischer Connectors SA,Saint-Prex,Fischer Connectors SA Chemin du Glapin 20 1162 Saint-Prex Schweiz,www.fischerconnectors.ch,mail@fischerconnectors.ch,+41 21/8009595,+41 21/8003924,,,
Fit for Quality UG,Ratingen,Fit for Quality UG Eggerscheidter Str. 72 40883 Ratingen Deutschland,http://www.fit-for-quality.de,kontakt@fit-for-quality.de,+49 2102 963045,+49 (0) 2102 963044,,,
FKuR Kunststoff GmbH,Willich,FKuR Kunststoff GmbH Siemensring 79 47877 Willich Deutschland,www.fkur.de,info@fkur.com,+49 2154-925110,+49 2154-9251-5151,,,
Flender GmbH a Siemens Company,Bocholt,Flender GmbH a Siemens Company Alfred-Flender-Str. 77 46395 Bocholt Deutschland,www.siemens.com,info@flender.com,+49 2871-92-0,+49 2871/92-2596,,,
FLEXA GmbH & Co. KG,Hanau,FLEXA GmbH & Co. KG Darmstädter Str. 184 63456 Hanau Deutschland,www.flexa.de,info@flexa.de,+49 6181-6770,+49 6181677277,,,
Flexco Europe GmbH,Rosenfeld,Flexco Europe GmbH Leidringer Str. 40-42 72348 Rosenfeld Deutschland,www.flexco.com,europe@flexco.com,+49 7428-94060,+49 74289405-260,,,
FLEXIM Flexible Industriemesstechnik GmbH,Berlin,FLEXIM Flexible Industriemesstechnik GmbH Boxberger Str. 4 12681 Berlin Deutschland,www.flexim.com,flexim@flexim.de,+49 30-93667660,+49 30-93667660-80,,,
Flottweg SE,Vilsbiburg,Flottweg SE Industriestr. 6-8 84137 Vilsbiburg Deutschland,www.flottweg.com,mail@flottweg.com,+49 8741-3010,+49 8741-301303,,,
Flowserve SIHI Germany GmbH,Itzehoe,Flowserve SIHI Germany GmbH Lindenstr. 170 25524 Itzehoe Deutschland,www.sterlingsihi.com,sales@sterlingsihi.de,+49 4821-77101,+49 4821 / 771 501,,,
Flowtech Industries AG,Winterthur,Flowtech Industries AG Kronaustr. 10 8404 Winterthur Schweiz,www.flowte.ch,hug@flowte.ch,+41 522339607,+41 522339608,,,
FlowVision GmbH,Altdorf,FlowVision GmbH Im Erlet 6 90518 Altdorf Deutschland,www.flowvision-gmbh.de,info@flowvision-gmbh.de,+49 9187-922930,+49 91879229329,,,
Fluitec mixing + reaction solutions AG,Neftenbach,Fluitec mixing + reaction solutions AG Seuzachstr. 40 8413 Neftenbach Schweiz,www.fluitec.ch,info@fluitec.ch,+41 523050040,+41 -44,,,
Fluke Process Instruments GmbH,Berlin,Fluke Process Instruments GmbH Blankenburger Str. 135 13127 Berlin Deutschland,www.flukeprocessinstruments.com,info@flukeprocessinstruments.de,+49 30-4780080,+49 304710251,,,
Fluor Technik System GmbH,Lauterbach,Fluor Technik System GmbH Altebergstr. 27-29 36341 Lauterbach Deutschland,www.lontech.cz,info@fts-de.com,+49 6641-96850,+49 6641/968550,,,
FLURO-Gelenklager GmbH,Rosenfeld,FLURO-Gelenklager GmbH Siemensstr. 13 72348 Rosenfeld Deutschland,www.fluro.de,info@fluro.de,+49 7428-93850,+49 7428938525,,,
FLURY TOOLS AG,Arch,FLURY TOOLS AG Römerstr. West 32 3296 Arch Schweiz,www.flurytools.ch,info@flurytools.ch,+41 32 679 55 00,,,,
FLUX-GERÄTE GmbH,Maulbronn,FLUX-GERÄTE GmbH Talweg 12 75433 Maulbronn Deutschland,www.flux-pumpen.de,info@flux-pumpen.de,+49 7043-1010,+49 7043-101-66,,,
FOBOHA GmbH Formenbau,Haslach,FOBOHA GmbH Formenbau Im Mühlegrün 8 77716 Haslach Deutschland,www.foboha.com,info@foboha.com,+49 7832/798-0,+49 7832/798-988,,,
Föhrenbach GmbH,Löffingen,Föhrenbach GmbH Lindenstr. 34 79843 Löffingen Deutschland,www.foehrenbach.com,info@foehrenbach.com,+49 7707 1590,+49 7707-159-980,,,
Follmann & Co. GmbH & Co. KG,Minden,Follmann & Co. GmbH & Co. KG Karlstr. 59 32423 Minden Deutschland,www.follmann.de,info@follmann.de,+49 571-93390,+49 571/9339-300,,,
Fooke GmbH,Borken,Fooke GmbH Raiffeisenstr. 18-22 46325 Borken Deutschland,www.fooke-portalfraesmaschinen.de,info@fooke.de,+49 2861-8009-01,+49 2861-8009-800,,,
Forbo Siegling GmbH,Hannover,Forbo Siegling GmbH Lilienthalstr. 6-8 30179 Hannover Deutschland,www.forbo-siegling.com,siegling.de@forbo.com,+49 511-67040,+49 5116704305,,,
FORCAM GmbH,Ravensburg,FORCAM GmbH An der Bleicherei 15 88214 Ravensburg Deutschland,www.forcam.de,info@forcam.de,+49 751-366690,+49 7513666988,,,
FÖRSTER welding systems GmbH,Hohenstein-Ernstthal,FÖRSTER welding systems GmbH Gewerbering 21-23 09337 Hohenstein-Ernstthal Deutschland,www.forster-welding-systems.com,info@foerster-gmbh.de,+49 3723-40180,+49 3723/401818,,,
Forte-Sägetechnik GmbH,Winterbach,Forte-Sägetechnik GmbH Ritterstr. 6-8 73650 Winterbach Deutschland,www.fortesaegetech.de,info@fortesaegetech.de,+49 7181-400520,+49 7181400552,,,
FP InovoLabs GmbH,Berlin,FP InovoLabs GmbH Prenzlauer Promenade 28 13089 Berlin Deutschland,www.inovolabs.com,info@inovolabs.com,+49 30-220660-605,,,,
FP-Anlagentechnik und Service Inhaber: Frank Pompetzki,Pfofeld,FP-Anlagentechnik und Service Inhaber: Frank Pompetzki Thannhausen 89 91738 Pfofeld Deutschland,www.fp-anlagentechnik.de,info@fp-anlagentechnik.de,+49 9834 9749219,+49 3212 8137712,,,
FPS Werkzeugmaschinen GmbH,Warngau,FPS Werkzeugmaschinen GmbH Birkerfeld 9 83627 Warngau Deutschland,www.fps-service.de,info@fps-germany.com,+49 8024 99050,+49 8024-99050-,,,
FPZ S.p.A.,Concorezzo,"FPZ S.p.A. Via Fratelli Cervi, 16 20863 Concorezzo Italien",fpz.com,info@fpz.com,+39 39 690981,,,,
Fr. Jacob Söhne GmbH & Co. KG,Porta Westfalica,Fr. Jacob Söhne GmbH & Co. KG Niedernfeldweg 14 32457 Porta Westfalica Deutschland,www.jacob-rohre.de,post@jacob-rohre.de,+49 571-9558-0,+49 49571-9558-160,,,
Fraba GmbH,Köln,Fraba GmbH Zeppelinstr. 2 c 50667 Köln Deutschland,www.fraba.com,info@fraba.de,+49 221 962130,+49 221 9621310,,,
FRAGOL AG,Mülheim an der Ruhr,FRAGOL AG Solinger Str. 16 45481 Mülheim an der Ruhr Deutschland,www.fragol.de,info@fragol.de,+49 208 300020,+49 208/3000277,,,
FRAISA GmbH Präzisionswerkzeuge,Willich,FRAISA GmbH Präzisionswerkzeuge Hanns-Martin-Schleyer-Str. 15 b 47877 Willich Deutschland,www.fraisa.com,info@fraisa.de,+49 2154-489840,,,,
Framo Morat GmbH & Co. KG,Eisenbach,Framo Morat GmbH & Co. KG Franz-Morat-Str. 6 79871 Eisenbach Deutschland,framo-morat.com,info@framo-morat.com,+49 7657-88-0,+49 7657/8883-333,,,
FRAMOS GmbH,Taufkirchen,FRAMOS GmbH Mehlbeerenstr. 2 82024 Taufkirchen Deutschland,www.framos.com,info@framos.com,+49 89-710667-0,+49 89-710667-66,,,
Franke GmbH,Aalen,Franke GmbH Obere Bahnstr. 64 73431 Aalen Deutschland,www.franke-gmbh.de,info@franke-gmbh.de,+49 7361-920-0,+49 7361920120,300,1949,
Fränkische Rohrwerke Gebr. Kirchner GmbH & Co. KG,Königsberg,Fränkische Rohrwerke Gebr. Kirchner GmbH & Co. KG Hellinger Str. 1 97486 Königsberg Deutschland,www.fraenkische-ip.com,info@fraenkische.de,+49 9525-88-0,+49 952588411,,,
Franz Binder GmbH & Co. Elektrische Bauelemente KG,Neckarsulm,Franz Binder GmbH & Co. Elektrische Bauelemente KG Rötelstr. 27 74172 Neckarsulm Deutschland,www.binder-connector.de,info@binder-connector.de,+49 7132-3250,+49 7132/325-150,,,
Franz Kreuzer Elektro Bauelemente e.K.,Schönaich,Franz Kreuzer Elektro Bauelemente e.K. Lachenstr. 21 71101 Schönaich Deutschland,www.kreuzer-elektro.com,,+49 7031 685598,,,,
Franz Rübig & Söhne GmbH&Co. KG,Wels,Franz Rübig & Söhne GmbH&Co. KG Mitterhoferstr. 17 4600 Wels Österreich,www.rubig.com,st.office@rubig.com,+43 7242471350,+43 7242471352055,,,
Fraunhofer Institut für Materialfluss und Logistik (IML),Dortmund,Fraunhofer Institut für Materialfluss und Logistik (IML) Joseph-von-Fraunhofer-Str. 2 -4 44227 Dortmund Deutschland,www.iml.fraunhofer.de,bibliothek@iml.fraunhofer.de,+49 231-97430,+49 2319743336,,,
Fraunhofer-Einrichtung für Entwurfs technik Mechatronik IEM,Paderborn,Fraunhofer-Einrichtung für Entwurfs technik Mechatronik IEM Zukunftsmeile 1 33102 Paderborn Deutschland,www.ipt.fraunhofer.de/mechatronik,,+49 5251-5465-0,,,,
Fraunhofer-Institut für Produktionstechnologie IPT,Aachen,Fraunhofer-Institut für Produktionstechnologie IPT Steinbachstr. 17 52074 Aachen Deutschland,www.ipt.fraunhofer.de,info@zv.fraunhofer.de,+49 2418904,+49 241-8904-198,,,
"Fraunhofer-Institut für Optronik, Systemtech und Bildauswertung IOSB Allianz Vision",Karlsruhe,"Fraunhofer-Institut für Optronik, Systemtech und Bildauswertung IOSB Allianz Vision Fraunhoferstr. 1 76131 Karlsruhe",www.iosb.fraunhofer.de,,+49 (7121) 6091300,,,,
Fraunhofer-Institut Produktions- technik und Automatisierung IPA,Stuttgart,Fraunhofer-Institut Produktions- technik und Automatisierung IPA Nobelstr. 12 70569 Stuttgart Deutschland,www.ipa.fraunhofer.de,info@ipa.fraunhofer.de,+49 711-970-00,+49 711-970-1399,,,
