name,city,address,website,email,phone,fax,employees,year_founded,net_assets,net_assets_currency,net_assets_year
Blickle Räder + Rollen GmbH & Co. KG,Rosenfeld,Heinrich-Blickle-Str. 1 72348 Rosenfeld Deutschland,www.blickle.de,info@blickle.com,+4974289320,+497428932209,,,,,
BLM spa,Cantu,Via Selvaregina 30 22063 Cantu Italien,www.blmgroup.com,blm@blm.it,+39317070200,+3931715911,,,,,
Bloksma Engineering GmbH Materialflusstechnik,Urbach,Daimlerstr. 10 73660 Urbach Deutschland,www.bloksma.de,mail@bloksma.de,+497195970048,+4971819855642,,,,,
Blücher GmbH,Erkrath,Mettmanner Str. 25 40699 Erkrath Deutschland,www.bluecher.com,info@bluecher.com,+492119244121,+492119244211,,,,,
Blue Danube Robotics,WIEN,Niedermoserstr. 14 1220 WIEN Österreich,www.airskin.io,office@airskin.io,+4318908697,,,,,,
BlueBotics SA,St-Sulpice,Jordils 41 B 1025 St-Sulpice Schweiz,www.bluebotics.com,info@bluebotics.com,+41216940290,+41216940291,,,,,
Bluhm Systeme GmbH,Rheinbreitbach,Maarweg 33 53619 Rheinbreitbach Deutschland,www.bluhmsysteme.com,info@bluhmsysteme.com,+49222477080,+492224770820,,,,,
BluJay Solutions GmbH,Bad Homburg,Marienbader Platz 1 61348 Bad Homburg Deutschland,www.blujaysolutions.com,,+49617292680,+4961729268399,,,,,
Blum-Novotest GmbH,Grünkraut,Kaufstr. 14 88287 Grünkraut Deutschland,www.blum-novotest.de,info@blum-novotest.com,+4975160080,+497516008156,,,,,
BMF Boston Micro Fabrication,Maynard,Two Mill & Main Suite 430 01754 Maynard USA,www.bmf3d.com,info@bmf3d.com,+19786372050,,,,,,
BMK Group GmbH & Co. KG,Augsburg,Werner-von-Siemens-Str. 6 86159 Augsburg Deutschland,www.bmk-group.de,info@bmk-group.de,+49821207880,+4982120788101,,,,,
BMR GmbH,Schwabach,Walpersdorfer Str. 38 91126 Schwabach Deutschland,www.bmr-gmbh.de,info@bmr-gmbh.de,+499122631480,+4991226314829,,,,,
BOBE Industrie-Elektronik,Lage,Sylbacher Str. 3 32791 Lage Deutschland,www.bobe-i-e.de,info@bobe-i-e.de,+495232951080,+49523264494,,,,,
Bodo Möller Chemie GmbH,Offenbach,Senefelderstr. 176 63069 Offenbach Deutschland,www.bm-chemie.de,info@bm-chemie.de,+496983832601,+496984849323,,,,,
BOEHLERIT GMBH & CO. KG.,KAPFENBERG,Werk VI-Str. 8605 KAPFENBERG Österreich,www.boehlerit.com,sales@boehlerit.com,+4338623000,+433862300790,,,,,
Boehringer Ingelheim Pharma GmbH & Co. KG,Ingelheim,Binger Str. 173 55218 Ingelheim Deutschland,www.boehringer-ingelheim.de,presse@boehringer-ingelheim.de,+496132770,+496132773000,,,,,
BOGE KOMPRESSOREN Otto Boge GmbH & Co. KG,Bielefeld,Otto-Boge-Str. 1-7 33739 Bielefeld Deutschland,www.boge.com/de,info@boge.de,+4952066010,+495206601200,,,,,
Bogen Magnetics GmbH,Berlin,Potsdamer Str. 12-13 14163 Berlin Deutschland,www.bogen-electronic.com,magnetics@bogen-electronic.com,+49308100020,+493081000260,,,,,
L.B. Bohle Maschinen und Verfahren GmbH,Ennigerloh,Industriestr. 18 59320 Ennigerloh Deutschland,www.lbbohle.de,info@lbbohle.de,+49252493230,+4925249323399,,,,,
Böhme & Weihs Systemtechnik GmbH & Co. KG,Wuppertal,Linderhauser Str. 153 42279 Wuppertal Deutschland,www.boehme-weihs.de,info@boehme-weihs.de,+49202384340,+492023843499,,,,,
Böhner-EH GmbH,Burghaslach,Fürstenforster Str. 9-11 96152 Burghaslach Deutschland,www.eh-d.de,antriebe@eh-d.de,+499552923450,+499552923464,,,,,
Bohnert GmbH,Hardt,Weilerstr. 33 78739 Hardt Deutschland,www.bohnert-federn.de,info@bohnert-federn.de,+4974222709510,+4974222709521,113,1977,13700000,€,
Böllhoff GmbH,Bielefeld,Archimedesstr. 1-4 33649 Bielefeld Deutschland,www.boellhoff.com,info@boellhoff.com,+49521448203,+49521449364,,,,,
Bollrath Elektronik,Rhede,Burloer Str. 31 46414 Rhede Deutschland,www.bollrathelektronik.de,bollrath-elektronik@t-online.de,+4928722503,+4928726907,,,,,
Bolz Intec GmbH,Argenbühl,Stephanusstr. 4 88260 Argenbühl Deutschland,www.bolz-intec.com,info@bolz-intec.com,+49756694070,+497566940727,,,,,
Bomatec AG,HÖRI,Hofstr. 1 8181 HÖRI Schweiz,www.bomatec.ch,contact@bomatec.ch,+41448721000,+41448721001,,,,,
Borealis AG IZD Tower,WIEN,Wagramerstr. 17 -19 1220 WIEN Österreich,www.borealisgroup.com,info@borealisgroup.com,+43122400302,+43122400333,,,,,
Bornemann + Haller KG Industrievertretungen CDH,Stuttgart,Untere Waldplätze 12 70569 Stuttgart Deutschland,www.boha-hor.de,info@boha-hor.de,+497116875040,+497116875080,,,,,
Borregaard Deutschland GmbH,Karlsruhe,DEA-Scholven-Str. 9 76187 Karlsruhe Deutschland,www.borregaard.com,borregaard@borregaard.com,+49721559910,+497215599110,,,,,
Bösch Boden Spies GmbH & Co. KG,Hamburg,Heidenkampsweg 74-76 20097 Hamburg Deutschland,www.boesch-boden-spies.com,office@boesch-boden-spies.com,+49403330160,+4966,,,,,
Bosch Industriekessel GmbH,Gunzenhausen,Nürnberger Str. 73 91710 Gunzenhausen Deutschland,www.bosch-industrial.com/de,bhkw@de.bosch.com,+499831560,+4998315692253,,,,,
Bosch Rexroth AG Service Schraubtechnik,Murrhardt,Fornsbacher Str. 92 71540 Murrhardt Deutschland,www.boschrexroth.de,service.svc@boschrexroth.de,+497192220,,,,,,
Bosch Rexroth AG Vertrieb Deutschland,Lohr,Marktplatz 3 97816 Lohr Deutschland,www.boschrexroth.com,info@boschrexroth.de,+499352180,+49935218400,,,,,
Bosch Sicherheitssysteme GmbH,Grasbrunn,Werner-von-Siemens-Ring 10 85630 Grasbrunn Deutschland,www.bosch-sicherheitssysteme.de,info.service@de.bosch.com,+498962900,+498962901020,,,,,
Bossard Deutschland GmbH,Illerrieden,Max-Eyth-Str. 14 89186 Illerrieden Deutschland,www.bossard.com/de,,+497306782400,,2300,1831,786200000,CHF,2017
botek Präzisionsbohrtechnik GmbH,Riederich,Längenfeldstr. 4 72585 Riederich Deutschland,www.botek.de,info@botek.de,+49712338080,+4971233808138,,,,,
Bott GmbH & Co. KG,Gaildorf,Bahnstr. 17 74405 Gaildorf Deutschland,www.bott.de,info@bott.de,+4979712510,+497971251285,,,,,
Kubota Brabender Technologie GmbH,Duisburg,Kulturstr. 49 47055 Duisburg Deutschland,www.brabender-technologie.com,email@brabender-technologie.com,+4920399840,+492039984155,,,,,
Brady GmbH,Egelsbach,Büchenhöfe 2 63329 Egelsbach Deutschland,www.brady.de,csgermany@bradycorp.com,+4961037598660,+4961037598670,,,,,
Brammer GmbH,Karlsruhe,Ohiostr. 11 76149 Karlsruhe Deutschland,www. www.brammer.biz,de@brammer.biz,+4972179060,+497217906222,,,,,
Braunform GmbH Kunststoff- und Pharmatechnik,Bahlingen,Unter Gereuth 7 + 14 79353 Bahlingen Deutschland,www.braunform.com,info@braunform.com,+49766393200,+4976639320139,,,,,
braunkabel GmbH,Remshalden,Uferstr. 24-30 73630 Remshalden Deutschland,www.braunkabel.de,info@braunkabel.de,+497151979340,+49715174662,,,,,
BravoSolution GmbH,Unterhaching,Ottobrunner Str. 41 82008 Unterhaching Deutschland,www.bravosolution.com,kontakt@bravosolution.com,+498912193350,+4989121933555,,,,,
BRECO Antriebstechnik Breher GmbH & Co. KG,Porta Westfalica,Kleiststr. 53 32457 Porta Westfalica Deutschland,www.breco.de,info@breco.de,+49573176700,+495731767016,,,,,
Brinkmann & Wecker GmbH Werkzeugtechnik,Paderborn,Einsteinstr. 8 33104 Paderborn Deutschland,www.brinkmann-wecker.de,info@brinkmann-wecker.com,+495254920015,+495254920033,,,,,
Bronkhorst High-Tech B.V.,Ruurlo,Nijverheidsstraat 1 a 7261 AK Ruurlo Niederlande,www.bronkhorst.com,info@bronkhorst.com,+31573452929,+31573458808,,,,,
Bropack Bronner Packmittel KG,Dornhan,Schloßwiesenstr. 27 72175 Dornhan Deutschland,www.bropack.de,info@bropack.de,+49745594730,+497455947325,,,,,
Brose Fahrzeugteile GmbH & Co. KG Coburg,Coburg,Max-Brose-Str. 1 96450 Coburg Deutschland,www.brose.com/de-de,info@brose.net,+4970314374200,+499561211429,,,,,
Brückner Maschinenbau GmbH,Siegsdorf,Königsberger Str. 5-7 83313 Siegsdorf Deutschland,www.brueckner.com,management@brueckner.com,+498662630,+49866263220,,,,,
Brüder Neumeister GmbH Maschinen- und Gerätebau für die Grafische Industrie,Lahr,Gottlieb-Daimler-Str. 15 77933 Lahr Deutschland,www.nela.de,sales@nela.de,+49782158080,+497821580862,,,,,
Brunox AG Korrosionsschutz-Produkte,NEUHAUS / SG,Tunnelstr. 6 8732 NEUHAUS / SG Schweiz,www.brunox.swiss,admin@brunox.swiss,+41552858080,+41552858081,,,,,
Büchel GmbH Luftreinhaltung und Anlagenbau,Asselfingen,Öllinger Str. 9 89176 Asselfingen Deutschland,www.buechel-gmbh.de,kontakt@buechel-gmbh.de,+497345200020,+497345200080,,,,,
Bucher Hydraulics AG,Frutigen,Schwandistr. 25 3714 Frutigen Schweiz,www.bucherhydraulics.com,irene.baer@bucherhydraulics.com,+41336726197,,,,,,
Büchner Lichtsysteme GmbH,Welden,Uzstr. 2 86465 Welden Deutschland,www.buechner-lichtsysteme.de,info@buechner-lichtsysteme.de,+49829390911208293909112,+498293909111,,,,,
ITW Test & Measurement GmbH,Leinfelden-Echterdingen,Meisenweg 35 70771 Leinfelden-Echterdingen Deutschland,www.buehler.com,insidesales.eu@buehler.com,+4971149046900,+49711490469013,,,,,
Bühler AG,Uzwil,Gupfenstr. 5 9240 Uzwil Schweiz,www.buhlergroup.com,buhler.uzwil@buhlergroup.com,+41719550,+41719553203,,,,,
Bühler Technologies GmbH,Ratingen,Harkortstr. 29 40880 Ratingen Deutschland,www.buehler-technologies.com,info@buehler-technologies.com,+49210249890,+492102498920,,,,,
Bundesministerium für Arbeit und Soziales (BMAS),Berlin,Wilhelmstr. 49 10117 Berlin Deutschland,www.bmas.de,info@bmas.bund.de,+4930185270,+49307185272236,,,,,
Bundesverband Industrie Kommunikation e. V. (bvik),Augsburg,Am Alten Gaswerk 20 86156 Augsburg Deutschland,www.bvik.org,geschaeftsstelle@bvik.org,+4982199976480,,,,,,
BURGHARDT + SCHMIDT GmbH,Remchingen,Raiffeisenstr. 24 75196 Remchingen Deutschland,www.b-s-germany.de,info@b-s-germany.de,+49723236610,+497232366165,,,,,
Bürkert Werke GmbH & Co. KG,Ingelfingen,Christian-Bürkert-Str. 13-17 74653 Ingelfingen Deutschland,www.buerkert.de,info@buerkert.de,+4979401091354,+4979401091204,,,,,
Burkhardt + Weber Fertigungssysteme GmbH,Reutlingen,Burkhardt-und-Weber-Str. 57 72760 Reutlingen Deutschland,www.burkhardt-weber.de,info@burkhardt-weber.de,+4971213150,+497121315102,,,,,
Bürkle GmbH,Bad Bellingen,Rheinauenstr. 5 79415 Bad Bellingen Deutschland,www.buerkle.de,info@buerkle.de,+497635827950,+4976358279531,,,,,
Dr.-Ing. K. Busch GmbH,Maulburg,Schauinslandstr. 1 79689 Maulburg Deutschland,www.buschvacuum.com,sales@busch.de,+4976226810,+49076225484,3800,1963,1000000000,€,
business park,Achern,Schleif 11 77855 Achern Deutschland,www.blackforest-businesspark.eu,office@blackforest-businesspark.eu,+497841668401,+497841668402,,,,,
Busse Design & Engineering GmbH,Elchingen,Nersinger Str. 18 89275 Elchingen Deutschland,www.busse-design-ulm.de,info@busse-design.com,+4973088114990,+4999,,,,,
BUTTER AND SALT tech marketing,Berlin,Pommernallee 5 14052 Berlin Deutschland,www.butter-and-salt.de,info@butter-and-salt.de,+4930585846010,,,,,,
Butzbach GmbH Industrietore,Kellmünz,Weiherstr. 16 89293 Kellmünz Deutschland,www.butzbach.com,marketing@butzbach.com,+4983379010,+497303951470,,,,,
BvL Oberflächentechnik GmbH,Emsbüren,Grenzstr. 16 48488 Emsbüren Deutschland,www.bvl-group.de,info@bvl-group.de,+49590395160,+49590395190,,,,,
bwh Spezialkoffer GmbH,Hörstel,Saltenwiesestiege 54 48477 Hörstel Deutschland,www.bwh-koffer.de,info@bwh-koffer.de,+49545993390,+495459933939,,,,,
BWT Pharma & Biotech GmbH,Bietigheim-Bissingen,Carl-Benz-Str. 4 74321 Bietigheim-Bissingen Deutschland,www.bwt-pharma.com,office@bwt-pharma.com,+4971423737500,+497042910377,,,,,
bwz Schwingungstechnik GmbH,Ostfildern,Felix-Wankel-Str. 31 73760 Ostfildern Deutschland,www.bwz-schwingungstechnik.de,info@bwz-schwingungstechnik.de,+497113401790,+4971134017979,,,,,
Bystronic Deutschland GmbH,Heimsheim,Römerstr. 14 71296 Heimsheim Deutschland,www.bystronic.com,info.de@bystronic.com,+49703346990,+4970334699222,,,,,
C. & E. Fein GmbH,Schwäbisch Gmünd,Hans-Fein-Str. 81 73529 Schwäbisch Gmünd Deutschland,www.fein.com,info@fein.de,+4971731830,+497173183800,,,,,
C+M GmbH Chemie und Mineralöle,Issum,Vorster Heidweg 4 47661 Issum Deutschland,www.cmgmbh.de,info@cmgmbh.de,+49283595738,+49283595743,,,,,
C3 PROZESS- UND ANALYSENTECHNIK GmbH,Haar,Peter-Henlein-Str. 20 85540 Haar Deutschland,www.c3-analysentechnik.de,info@c3-analysentechnik.de,+498945600671,+4989456006780,,,,,
cab Produkttechnik GmbH & Co. KG,Karlsruhe,Wilhelm-Schickard-Str. 14 76131 Karlsruhe Deutschland,www.cab.de,info@cabgmbh.com,+4972166260,+497216626129,,,,,
Cabka Group GmbH,Berlin,Wintersteinstr. 22 10587 Berlin Deutschland,www.cabka.com,group@cabka.com,+49,,,,,,
CadCabel AG Verdrahtungssysteme,Hohengandern,Halle-Kasseler-Str. 100 b 37318 Hohengandern Deutschland,www.cadcabel.com,info@cadcabel.com,+49306081660,,,,,,
CADFEM Germany GmbH,Grafing,Am Schammacher Feld 37 85567 Grafing Deutschland,www.cadfem.de,info@cadfem.de,+49809270050,+498092700577,350,1985,,,
CADILAC Laser GmbH CAD industrial Lasercutting,Hilpoltstein,Bosch-Ring 2 91161 Hilpoltstein Deutschland,www.cadilac-laser.de,info@cadilac-laser.de,+49917447200,+49917447200,,,,,
CAITRON GmbH,Ramerberg,Eich 8 83561 Ramerberg Deutschland,www.caitron.de,info@caitron.de,+4980399009000,+4980399009009,,,,,
CalcuQuote,Dallas,North St. Paul Street 750 75201 Dallas USA,www.calcuquote.com,info@CalcuQuote.com,+19092788233,,,,,,
Camfil KG,Reinfeld (Holstein),Feldstr. 26 -32 23858 Reinfeld (Holstein) Deutschland,www.camfil.de,info.de@camfil.com,+4945332020,+494533202202,,,,,
Camille Bauer Metrawatt AG,Wohlen,Aargauerstr. 7 5610 Wohlen Schweiz,www.camillebauer.com,info@camillebauer.com,+41566182111,+41458,,,,,
camLine GmbH,Petershausen,Industriering 4 A 85238 Petershausen Deutschland,www.camline.com,info@camline.com,+4981379350,+498137935235,,,,,
Camozzi Service SRL,Brescia,Via Eritrea 20 / I 25126 Brescia Italien,www.camozzi.com,info@camozzi.com,+39393792233,,,,,,
CAQ AG Factory Systems,Rheinböllen,In der Wester 5 55494 Rheinböllen Deutschland,www.caq.de,info@caq.de,+4967649020050,+49676490200119,,,,,
Caramba Chemie GmbH & Co. KG,Duisburg,Wanheimer Str. 334-336 47055 Duisburg Deutschland,www.caramba.de,info@caramba.de,+49203778601,+492037786196,,,,,
Carbidur Hartmetall GmbH & Co. KG,Keltern,Benzstr. 6 75210 Keltern Deutschland,www.carbidur.de,verkauf@carbidur.de,+49723693220,+497236932211,,,,,
Carl Benzinger GmbH,Pforzheim-Büchenbrunn,Robert-Bosch-Str. 28 75180 Pforzheim-Büchenbrunn Deutschland,www.benzinger.de,info@benzinger.de,+49723141531100,+49723141531388,,,,,
Carl Cloos Schweißtechnik GmbH,Haiger,Carl-Cloos-Str. 1 35708 Haiger Deutschland,www.cloos.de,info@cloos.de,+492773850,+49277385275,,,,,
Carl Elektro-Anlagen GmbH,Ebersbach,Hans-Zinser-Str. 4 73061 Ebersbach Deutschland,www.carl-elektro.de,info@carl-elektro.de,+497163534910,+4971635349120,,,,,
Carl Hirschmann GmbH,Fluorn-Winzeln,Kirchentannenstr. 9 78737 Fluorn-Winzeln Deutschland,www.carlhirschmann.de,info@carlhirschmann.de,+4974021830,+4974021831010,,,,,
Carl Kurt Walther GmbH & Co.KG Walther Präzision,Haan,Westfalenstr. 2 42781 Haan Deutschland,www.walther-praezision.de,info@walther-praezision.de,+4921295670,+492129567450,,,,,
Carl Leipold GmbH,Wolfach,Schiltacher Str. 5 77709 Wolfach Deutschland,www.leipold.com,info@leipold.com,+49783483950,+497834839555,,,,,
Carl Rehfuss GmbH & Co. Antriebstechnik,Albstadt,Buchtalsteigle 5 72461 Albstadt Deutschland,www.rehfuss.com,info@rehfuss.com,+49743270150,+497432701590,,,,,
Carl Zeiss Microscopy GmbH,Göttingen,Königsallee 9-21 37081 Göttingen Deutschland,www.zeiss.de/mikro,imikro.verkauf@zeiss.de,+4955150600,+495515060464,,,,,
Carl Zeiss Optotechnik GmbH,Neubeuern,Georg-Wiesböck-Ring 12-14 83115 Neubeuern Deutschland,www.steinbichler.de,optotechnik.metrology.de@zeiss.com,+49803587040,+4980351010,,,,,
CAS Clean-Air Service AG,WATTWIL,Reinluftweg 1 9630 WATTWIL Schweiz,www.cas.ch,info@cas.ch,+41719870101,+41719870111,,,,,
Catgut GmbH,Markneukirchen,Gewerbepark 18 08258 Markneukirchen Deutschland,www.catgut.de,catgut@catgut.de,+49374225830,+493742258339,,,,,
cav – Prozesstechnik für die Chemieindustrie,Leinfelden-Echterdingen,Konradin-Verlag Robert Kohlhammer GmbH Ernst-Mey-Str. 8 70771 Leinfelden-Echterdingen,www.prozesstechnik.industrie.de/,,+497117594552,,,,,,
GPV Switzerland SA,Laachen,Alpenblickstr. 26 8853 Laachen Schweiz,www.gpv-group.com,gpv@gpv-group.com,+41554517920,+41554517921,,,,,
cedalo AG,Kirchzarten,St. Galler Str. 7 79199 Kirchzarten Deutschland,www.cedalo.com,info@cedalo.com,+4976142963250,+4976142963255,,,,,
CEDS DURADRIVE GmbH,Salzbergen,Neuenkirchener Str. 13 48499 Salzbergen Deutschland,www.ceds-duradrive.de,info@ceds-duradrive.de,+4959769460,+4959766449113,,,,,
Celanese Chemicals Europe GmbH,Sulzbach,Am Unisys Park 1 65843 Sulzbach Deutschland,www.celanese.de,info@celanese.de,+4969450090,+496930516006,,,,,
Celeroton AG,Volketswil,Industriestr. 22 8604 Volketswil Schweiz,www.celeroton.com,info@celeroton.com,+41442505220,,,,,,
Cellpack AG Technologie,VILLMERGEN,Anglikerstr. 99 5612 VILLMERGEN Schweiz,www.technology.cellpack.com,kunststofftechnik@cellpack.com,+41566181428,+41566210021,,,,,
Cellro B.V.,Veenendaal,Koningsschot 41 3905 PR Veenendaal Niederlande,www.cellro.nl,info@cellro.com,+31348692525,+318627101,,,,,
cellumation GmbH,Bremen,Linzer Str. 5 28359 Bremen Deutschland,www.cellumation.com,info@cellumation.com,+4904213311350,,,,,,
CEM GmbH,Kamp-Lintfort,Carl-Friedrich-Gauß-Str. 9 47475 Kamp-Lintfort Deutschland,www.cem.de,info@cem.de,+49284296440,+492842964411,,,,,
CemeCon AG,Würselen,Adenauerstr. 20 A 4 52146 Würselen Deutschland,www.cemecon.de,info@cemecon.de,+4924054470100,+4924054470399,,,,,
Cendres + Métaux SA,BIEL/BIENNE,Rue de Boujean 122 2501 BIEL/BIENNE Schweiz,www.cmsa.ch,info@cmsa.ch,+41583602211,+41583602469,,,,,
CENIT AG,Stuttgart,Industriestr. 52 -54 70565 Stuttgart Deutschland,www.cenit.com,info@cenit.de,+49711782530,+4971178254000,,,,,
CENTRUM INDUSTRIAL IT (CIIT) e. V.,Lemgo,Campusallee 6 32657 Lemgo Deutschland,www.ciit-owl.de,office@ciit-owl.de,+495261920450,+4952617025975,,,,,
Ceotronics AG Audio . Video . Data Communication,Rödermark,Adam-Opel-Str. 6 63322 Rödermark Deutschland,www.ceotronics.com,info@ceotronics.com,+4960748751703,+49720,,,,,
S.C. CEPROCS S.R.L,Sibiu,Nicolus Olahus Str. 5 550370 Sibiu Rumänien,,,+40269800875,+40269800975,,,,,
CeraCon GmbH,Weikersheim,Talstr. 2 97990 Weikersheim Deutschland,www.ceracon.com,epost@ceracon.com,+49793499280,+4979349928600,,,,,
Ceramaret SA,BOLE,Rue des Croix 43 2014 BOLE Schweiz,www.ceramaret.ch,info@ceramaret.ch,+41328438383,+41328422502,,,,,
CeramTec GmbH SPK Cutting Tool Division,Ebersbach,Hauptstr. 56 73061 Ebersbach Deutschland,www.ceramtec.com,info@ceramtec.de,+4971631660,+497163166388,,,,,
CERATIZIT,Mamer,Rue de Holzem 101 8232 Mamer Luxemburg,www.ceratizit.com/de/,info@ceratizit.com,+3523523120851,+352352311911,,,,,
CERATIZIT Deutschland GmbH,Kempten,Daimlerstr. 70 87437 Kempten Deutschland,www.cuttingtools.ceratizit.com,kreditoren@ceratizit.com,+49831570100,+49831570103559,,,,,
CETA Testsysteme GmbH,Hilden,Marie-Curie-Str. 35-37 40721 Hilden Deutschland,www.cetatest.com,info@cetatest.com,+49210324710,+49210324710,,,,,
Cetus Consulting GmbH,Münster,Nevinghoff 16 48147 Münster Deutschland,www.cetus-consulting.de,info@cetus-consulting.de,+492512373370,+492512373377,,,,,
CFF Cellulose-Füllstoff-Fabrik GmbH & Co. KG,Gehren,Arnstädter Str. 2 98708 Gehren Deutschland,www.cff.de,marketing@cff.de,+49367838820,+4936783882250,,,,,
cflox GmbH,Hamburg,Schoenaich-Carolath-Str. 5 22607 Hamburg Deutschland,www.cflox.com,info@cflox.com,+494022869785,,,,,,
CHAUVIN ARNOUX GmbH,Kehl,Ohmstr. 1 77694 Kehl Deutschland,www.chauvin-arnoux.de,info@chauvin-arnoux.de,+49785199260,+497851992660,,,,,
chembid GmbH,Oldenburg,Marie-Curie-Str. 1 26129 Oldenburg Deutschland,www.chembid.com,,+49441361160,,,,,,
Chemieanlagenbau Chemnitz GmbH,Chemnitz,Augustusburger Str. 34 09111 Chemnitz Deutschland,www.cac-chem.de,info@cac-chem.de,+4937168990,+493716899253,,,,,
Chemische Fabrik Budenheim KG,Budenheim,Rheinstr. 27 55257 Budenheim Deutschland,www.budenheim.com,info@budenheim.com,+496139890,+49613989264,,,,,
CHIRON Group SE,Tuttlingen,Kreuzstr. 75 78532 Tuttlingen Deutschland,www.chiron.de,info@chiron-group.com,+4974619400,+4974619408634,,,,,
Chr. Mayr GmbH + Co. KG Antriebstechnik,Mauerstetten,Eichenstr. 1 87665 Mauerstetten Deutschland,www.mayr.de,info@mayr.de,+4983418040,+498341804421,,,,,
Christ Electronic Systems GmbH,Memmingen,Alpenstr. 34 87700 Memmingen Deutschland,www.christ-electronic-shop.de,info@christ-es.de,+498331837155,+498331837199,,,,,
Christian Bollin Armaturenfabrik GmbH,Oberursel,Willy-Brandt-Str. 15 61440 Oberursel Deutschland,www.bollin.de,bollin@bollin.de,+4961718833660,+4961718833669,,,,,
Christian Koenen GmbH HighTech Stencils,Ottobrunn-Riemerling,Otto-Hahn-Str. 24 85521 Ottobrunn-Riemerling Deutschland,www.ck.de,info@christian-koenen.de,+49896656180,+4989665618330,,,,,
Chromasens GmbH,Konstanz,Max-Stromeyer-Str. 116 78467 Konstanz Deutschland,www.chromasens.de,info@chromasens.de,+4975318760,+497531876303,,,,,
Cicor Management AG,Bronschhofen,Gebenloostr. 15 9552 Bronschhofen Schweiz,www.cicor.com,info@cicor.com,+41719137300,,2500,1966,239000000,€,2021
CIDEON Software & Services GmbH & Co. KG,Gräfelfing,Lochhamer Schlag 11 82166 Gräfelfing Deutschland,www.cideon.de,info@cideon.com,+49899090030,,,,,,
CIECH Salz Deutschland GmbH,Staßfurt,Butterwecker Weg 4 39418 Staßfurt Deutschland,www.ciechgroup.com/,salz@ciechgroup.com,+493925263466,,,,,,
Cimetrix Incorporated,Salt Lake City,South High Tech Drive 6979 84047-3757 Salt Lake City USA,www.cimetrix.com,support@cimetrix.com,+18012566500,+18012566510,,,,,
Cisco Meraki,London,Finsbury Square 10 EC2A 1AF London Vereinigtes Königreich,www.meraki.cisco.com,,+442036406078,,,,,,
CITEL Electronics GmbH,Bochum,Alleestr. 144 44793 Bochum Deutschland,www.citel.de,info@citel.de,+49234547210,+492345472199,,,,,
CleanControlling GmbH,Emmingen-Liptingen,Rötenstr. 1 78576 Emmingen-Liptingen Deutschland,www.cleancontrolling.de,info@cleancontrolling.com,+497465909076,+497465909077,,,,,
Cleanroom Competence CRC GmbH,Berlin,Groß-Berliner Damm 90 12487 Berlin Deutschland,www.cleanroom-competence.de,info@cleanroom-competence.de,+493085400746,+493085400747,,,,,
CMZ Machine Tool Manufacturer S.L,Zaldibar,Azkorra s/n. 48250 Zaldibar Spanien,www.cmz.com,info-de@mz.com,+34946826580,,,,,,
CNC Keller GmbH,Wuppertal,Vorm Eichholz 2 42119 Wuppertal Deutschland,www.cnc-keller.de,info@cnc-keller.de,+4920240400,+49202404099,,,,,
CO.RA s.r.l.,Spianate Altopascio LU,Loc.Chiappini 51 55010 Spianate Altopascio LU Italien,www.coraitaly.net,marketing@coraitaly.net,+3958320590,+3958320481,,,,,
CoatingVisions GmbH & Co. KG,Rottweil,Predigerstr. 48 78628 Rottweil Deutschland,www.coatingvisions.de,info@coatingvisions.de,+497419424282,+497419423431,,,,,
Coboworx GmbH,Osann-Monzel,Raiffeisenstr. 2 54518 Osann-Monzel Deutschland,www.coboworx.com,,+4965719579120,,,,,,
CODESYS GmbH,Kempten,Memminger Str. 151 87439 Kempten Deutschland,www.codesys.com,info@codesys.com,+49831540310,+498315403150,,,,,
CodeWrights GmbH,Karlsruhe,Am Stadtgarten 1 76137 Karlsruhe Deutschland,www.codewrights.de,info@codewrights.de,+497213523990,+4972135239999,,,,,
Cogiscan Inc.,Bromont (Québec),boulevard de l’Aéroport 28- B J2L 1S6 Bromont (Québec) Kanada,www.cogiscan.com,info@cogiscan.com,+14505342644,+14505340092,,,,,
Cognex Germany Inc.,Karlsruhe,Emmy-Noether-Str. 11 76131 Karlsruhe Deutschland,www.cognex.de,sales@cognex.de,+497219588052,+497216639599,,,,,
Coherent Munich GmbH & Co. KG,Gilching,Zeppelinstr. 10 82205 Gilching Deutschland,www.rofin.de,info@baasel.de,+4981517760,+4981517764159,,,,,
Cold Jet Deutschland GmbH,Weinsheim,Obere Industrie Str. 1 54595 Weinsheim Deutschland,www.coldjet.com,info.de@coldjet.com,+49655196060,+496551960626,,,,,
color technik Antriebstechnik GmbH,Mörfelden-Walldorf,Starkenburgstr. 6 64546 Mörfelden-Walldorf Deutschland,www.color-technik.net,info@color-technik.net,+49610524044,+49610525593,,,,,
ColorLite GmbH,Katlenburg-Lindau,Am Mühlengraben 1 37191 Katlenburg-Lindau Deutschland,www.colorlite.de,info@colorlite.de,+495552999580,+495552999589,,,,,
Comarch Software und Beratung AG,Dresden,Riesstr. 16 80992 München Deutschland,www.comarch.de,info@comarch.de,+4989143290,+498914329114,,,,,
Comarch Software und Beratung AG,München,Riesstr. 16 80992 München Deutschland,www.comarch.de,info@comarch.de,+4989143290,+498914329114,,,,,
Comau Deutschland GmbH,Köln,Hugo-Eckener-Str. 20 50829 Köln Deutschland,www.robotics.comau.com,,+49221760060,+492217600688,,,,,
